ID,Name,Nationality,Age,Overall rating,Team & Contract,Height,Weight,foot,Best position,Value,Total attacking,Total skill,Total movement,Total power,Total mentality,Total defending,Body type
1883,D. Bachmann,Austria,30,68,Leyton Orient,191.0,81.0,Right,GK,0.8,96,118,236,233,144,36,Normal
1884,24Vina,Brazil,32,74,Al Hazem FC,177.0,73.0,Right,CAM,3.3,357,369,357,373,344,141,Normal
1885,L. Goretzka,Germany,30,81,FC Bayern München,189.0,82.0,Right,CDM,21.5,391,385,377,397,388,232,Unique
1886,A. Rabiot,France,30,85,AC Milan,191.0,86.0,Left,CM,51.5,402,381,385,426,397,231,Lean
1887,Grimaldo,Spain,29,85,Bayer 04 Leverkusen,171.0,68.0,Left,LM,53.0,375,437,399,379,375,220,Lean
1888,C. Burgess,England,33,79,Union Saint-Gilloise,196.0,84.0,Right,CB,8.5,254,239,223,310,264,245,Lean
1889,17M. Al Eisa,Saudi Arabia,29,62,Al Batin,178.0,72.0,Right,CAM,0.275,263,273,340,332,288,140,Normal
1890,Ederson,Brazil,31,83,Fenerbahçe SK,188.0,86.0,Left,GK,19.0,131,202,314,286,220,52,Unique
1891,25Raúl De Tomás,Spain,29,75,Rayo Vallecano,180.0,72.0,Right,ST,5.5,367,374,373,373,342,103,Normal
1892,K. Peterson,Sweden,30,67,Fortuna Sittard,185.0,78.0,Right,LM,0.975,311,326,369,340,291,91,Normal
1893,P. Zieliński,Poland,31,81,Inter,177.0,64.0,Right,CAM,21.0,360,392,396,352,366,216,Normal
1894,Otávio,Portugal,30,81,Al Qadsiah FC,171.0,67.0,Right,CM,24.5,363,405,416,361,383,208,Normal
1895,J. Quintero,Colombia,32,76,River Plate,168.0,70.0,Left,CAM,6.0,351,413,362,326,312,129,Stocky
1896,18M. Kaffenberger,Germany,23,61,FC Rot-Weiß Erfurt,187.0,81.0,Right,CDM,0.275,235,239,292,282,266,175,Normal
1897,Jordi Quintillà,Spain,31,70,FC St. Gallen,181.0,73.0,Left,CM,1.1,316,362,327,343,342,190,Normal
1898,C. Nørgaard,Denmark,31,80,Arsenal,187.0,77.0,Right,CDM,15.0,330,364,307,368,362,236,Normal
1899,C. Paterson,Scotland,30,68,Milton Keynes Dons,187.0,76.0,Right,ST,1.2,329,300,303,378,327,177,Normal
1900,22Luis Valcarce,Spain,28,67,AD Alcorcón,173.0,70.0,Left,LB,0.925,274,312,383,337,290,172,Normal
1901,26D. Alli,England,29,71,Como,188.0,80.0,Right,ST,1.8,373,361,321,326,356,185,Unique
1902,V. Lazaro,Austria,29,76,Torino,181.0,75.0,Right,RM,7.5,350,372,373,343,350,217,Normal
1903,S. Long,England,30,68,Oxford United,179.0,75.0,Right,RB,1.0,277,277,329,326,298,200,Normal
1904,D. Rugani,Italy,30,75,Fiorentina,190.0,86.0,Right,CB,4.6,253,258,234,305,260,231,Lean
1905,S. Dimitrievski,North Macedonia,31,77,Valencia CF,188.0,84.0,Right,GK,5.5,83,98,236,249,125,55,Normal
1906,D. Cataldi,Italy,30,78,Lazio,180.0,70.0,Right,CM,13.5,348,396,366,371,349,219,Normal
1907,A. Dźwigała,Poland,29,69,FC St. Pauli,185.0,80.0,Right,CB,1.2,246,259,327,325,302,202,Normal
1908,J. Irvine,Australia,32,74,FC St. Pauli,189.0,74.0,Right,CM,3.3,345,336,328,393,357,210,Normal
1909,G. Leigh,Jamaica,30,68,Oxford United,181.0,73.0,Left,LB,1.0,313,279,352,348,288,191,Normal
1910,20Jhon Cley,Brazil,25,68,Marítimo,183.0,77.0,Right,ST,1.1,325,340,334,351,295,67,Normal
1911,G. Güvenç,Türkiye,34,72,Galatasaray SK,187.0,85.0,Right,GK,0.4,126,149,291,240,141,42,Normal
1912,C. Højer,Denmark,30,71,Çaykur Rizespor,183.0,75.0,Left,LB,1.6,316,367,352,384,338,202,Normal
1913,Ricardo Santos,Cabo Verde,30,67,Swansea City,196.0,100.0,Right,CB,0.8250000000000001,226,228,258,310,253,195,Normal
1914,M. Meyer,Germany,29,71,APOEL FC,173.0,68.0,Right,CAM,1.8,310,365,359,308,349,191,Normal
1915,D. Heuer Fernandes,Portugal,32,78,Hamburger SV,188.0,81.0,Right,GK,7.0,84,130,227,245,114,38,Normal
1916,A. Laporte,Spain,31,82,Athletic Club,189.0,86.0,Left,CB,21.0,310,359,301,360,336,251,Unique
1917,K. Karaman,Türkiye,31,73,FC Schalke,189.0,84.0,Right,CAM,2.5,353,313,359,377,304,66,Lean
1918,R. Andrich,Germany,30,79,Bayer 04 Leverkusen,186.0,85.0,Right,CB,14.5,368,384,314,401,374,238,Normal
1919,José Sá,Portugal,32,76,Wolverhampton Wanderers,192.0,84.0,Right,GK,3.7,112,111,280,251,131,48,Normal
1920,25C. Ascues,Peru,32,69,Asociación Deportiva Tarma,187.0,82.0,Right,CB,0.9,265,284,308,353,315,196,Normal
1921,W. Saïd,France,30,77,RC Lens,171.0,72.0,Right,LW,10.0,362,343,396,357,284,76,Normal
1922,D. Selke,Germany,30,72,Medipol Başakşehir FK,195.0,84.0,Right,ST,2.3,335,279,338,378,322,92,Lean
1923,D. Yedlin,United States,31,68,Real Salt Lake,175.0,75.0,Right,RB,0.875,285,276,367,331,292,194,Normal
1924,20Gabriel Barbosa,Brazil,22,81,Inter,178.0,68.0,Left,CF,23.5,384,361,409,367,335,76,Normal
1925,Alisson,Brazil,32,88,Liverpool,193.0,91.0,Right,GK,45.0,139,164,270,268,140,50,Unique
1926,Suso,Spain,31,71,Cádiz CF,177.0,70.0,Left,CAM,1.6,336,369,348,308,275,89,Normal
1927,23L. Palun,Gabon,33,62,Sporting Club Bastia,184.0,73.0,Right,CB,0.19,261,254,325,315,281,181,Stocky
1928,19K. Ebecilio,Netherlands,24,66,ADO Den Haag,182.0,82.0,Right,CB,0.7000000000000001,274,308,284,325,322,188,Normal
1929,21S. Hajrović,Bosnia and Herzegovina,27,62,Viktoria Köln,186.0,79.0,Right,CB,0.45,207,209,273,253,227,186,Normal
1930,Li Ke,China PR,32,64,Shanghai Shenhua,171.0,75.0,Right,CDM,0.4,294,308,362,342,304,182,Lean
1931,E. Martínez,Argentina,32,85,Aston Villa,195.0,88.0,Right,GK,26.5,138,168,294,275,183,65,Stocky
1932,G. Caprari,Italy,31,73,Calcio Padova,171.0,72.0,Right,RW,2.5,348,376,385,308,294,100,Normal
1933,15M. Danso,Gambia,31,62,CF Montréal,191.0,84.0,Right,CB,0.21,247,208,269,284,242,174,Lean
1934,C. Nyman,Sweden,32,71,IFK Norrköping,185.0,82.0,Right,ST,1.5,329,279,358,382,323,111,Normal
1935,14A. Tankovic,Bosnia and Herzegovina,23,53,IFK Norrköping,179.0,76.0,Right,CDM,0.05,186,242,319,323,270,139,Lean
1936,19R. Mora,Uruguay,30,74,River Plate,170.0,74.0,Right,ST,5.5,356,356,382,377,314,92,Normal
1937,Kim Kee Hee,Korea Republic,35,66,Seattle Sounders FC,188.0,80.0,Right,CB,0.23,255,250,264,313,289,197,Normal
1938,Yang Han Been,Korea Republic,33,67,Suwon FC,195.0,90.0,Right,GK,0.325,91,112,243,224,107,47,Normal
1939,25Y. Songo'o,Cameroon,32,60,Morecambe,185.0,77.0,Right,CB,0.16,228,249,279,305,263,174,Normal
1940,H. Maguire,England,32,81,Manchester United,194.0,100.0,Right,CB,16.5,313,334,218,368,364,243,Stocky
1941,J. Brillante,Australia,32,65,Western Sydney Wanderers,177.0,73.0,Right,CDM,0.47500000000000003,274,296,293,364,297,184,Normal
1942,B. Halloran,Australia,33,61,Brisbane Roar,180.0,69.0,Right,RM,0.2,274,270,359,328,281,116,Normal
1943,V. van Dijk,Netherlands,33,88,Liverpool,195.0,92.0,Right,CB,43.5,318,360,337,401,347,267,Unique
1944,D. Klaassen,Netherlands,32,76,Ajax,179.0,68.0,Right,CM,6.0,378,339,306,387,380,212,Normal
1945,B. De Cordova-Reid,Jamaica,32,69,Leicester City,170.0,68.0,Right,CAM,1.1,344,333,359,323,325,168,Lean
1946,21J. Skalák,Czechia,28,66,Millwall FC,177.0,76.0,Right,LW,0.85,312,342,349,315,310,55,Normal
1947,F. Veseli,Albania,32,68,Südtirol,183.0,80.0,Right,CB,0.775,268,283,341,300,270,210,Normal
1948,25A. Pierre,Grenada,31,62,Shrewsbury Town,185.0,88.0,Left,CB,0.275,207,204,277,291,240,180,Stocky
1949,26A. Luna,Uruguay,33,68,Kerala Blasters FC,169.0,60.0,Right,RW,0.75,320,337,377,273,289,105,Normal
1950,T. Nichols,England,31,62,Swindon Town,178.0,75.0,Right,CM,0.325,284,290,363,338,313,168,Lean
1951,22U. Đerić,Serbia,29,65,Suwon Samsung Bluewings,196.0,92.0,Right,ST,0.725,278,266,241,373,269,56,Normal
1952,J. Bořil,Czechia,34,73,SK Slavia Praha,175.0,75.0,Right,CB,1.0,329,314,351,362,341,216,Stocky
1953,22F. Gardoș,Romania,32,63,LPS HD Clinceni,193.0,88.0,Right,CB,0.3,242,225,212,299,253,187,Lean
1954,G. Saville,Northern Ireland,32,70,Luton Town,182.0,73.0,Left,CDM,1.1,327,342,327,349,337,198,Lean
1955,R. Mahrez,Algeria,34,84,Al Ahli SFC,179.0,67.0,Left,RM,20.0,377,416,409,373,326,101,Unique
1956,17M. Ngoo,England,23,63,Oldham Athletic,198.0,70.0,Right,ST,0.45,266,259,303,311,267,56,Normal
1957,24V. Ibarbo,Colombia,33,69,América de Cali,188.0,79.0,Right,ST,0.9,307,328,347,369,296,108,Normal
1958,L. Melgarejo,Paraguay,34,73,Libertad,178.0,75.0,Left,ST,1.4,360,337,371,368,327,165,Normal
1959,22J. Campbell,Costa Rica,29,75,Monterrey,178.0,78.0,Left,RW,5.5,355,368,359,371,327,114,Normal
1960,R. Jiménez,Mexico,34,78,Fulham FC,190.0,81.0,Right,ST,7.0,384,371,318,391,376,111,Normal
1961,B. Samba,France,31,80,Stade Rennais FC,187.0,90.0,Left,GK,11.0,95,122,280,258,118,38,Stocky
1962,M. Sabitzer,Austria,31,81,Borussia Dortmund,178.0,76.0,Right,CDM,18.0,380,395,387,394,398,233,Normal
1963,J. Pickford,England,31,85,Everton,185.0,77.0,Left,GK,28.5,133,157,300,266,206,53,Normal
1964,24L. Droppa,Czechia,34,63,FC Voluntari,183.0,84.0,Right,CDM,0.16,291,271,269,322,281,182,Normal
1965,23Adryan,Brazil,27,66-1,FC Sion,175.0,71.0,Right,ST,0.925,321,321,355,303,281,113,Normal
1966,Portu,Spain,33,75,Girona FC,167.0,66.0,Right,LW,3.5,365,353,389,377,346,160,Normal
1967,O. Yokuşlu,Türkiye,31,74,Trabzonspor,191.0,79.0,Right,CB,3.0,347,343,323,400,345,217,Normal
1968,S. Meïté,France,31,75,PAOK,187.0,84.0,Right,CDM,3.9,310,331,322,375,347,215,Normal
1969,25Jorginho,Italy,32,81,Arsenal,178.0,68.0,Right,CDM,17.0,351,399,314,325,395,219,Lean
1970,13C. Bangré,France,18,60,Toulouse FC,178.0,73.0,Right,CDM,0.275,235,254,319,266,258,175,Lean
1971,Alberto Moreno,Spain,32,75,Como,171.0,65.0,Left,LB,3.9,325,344,383,351,352,212,Normal
1972,J. Ward-Prowse,England,30,74,Burnley,177.0,66.0,Right,CM,4.0,363,404,295,321,364,198,Normal
1973,24Dener,Brazil,31,71,Portimonense SC,189.0,78.0,Right,CDM,1.5,329,329,326,379,338,201,Normal
1974,A. Cragno,Italy,31,72,Südtirol,184.0,78.0,Right,GK,1.2,83,82,229,224,140,43,Normal
1975,G. Brugman,Uruguay,32,73,Pescara,175.0,66.0,Right,CM,2.4,318,364,367,367,339,210,Lean
1976,M. Livaja,Croatia,31,78,Hajduk Split,184.0,80.0,Right,ST,12.0,382,372,356,395,356,109,Normal
1977,N. Chalobah,England,30,69,Sheffield Wednesday,187.0,80.0,Right,CDM,1.2,303,299,293,348,324,201,Lean
1978,H. Reed,England,30,72,Fulham FC,176.0,74.0,Right,CDM,2.0,297,335,312,305,339,218,Normal
1979,H. Toffolo,England,29,71,Charlotte FC,183.0,72.0,Left,LB,1.6,306,329,340,315,297,212,Normal
1980,W. Hughes,England,30,77,Crystal Palace,185.0,74.0,Left,CDM,9.0,336,370,317,314,372,221,Lean
1981,R. Fraser,Scotland,31,70,Western Sydney Wanderers,163.0,70.0,Right,RW,1.3,300,347,386,263,323,149,Stocky
1982,M. Ginter,Germany,31,83,SC Freiburg,190.0,89.0,Right,CB,25.0,336,296,299,352,350,257,Normal
1983,Marquinhos,Brazil,31,87,Paris Saint-Germain,183.0,75.0,Right,CB,54.5,334,323,376,357,368,267,Normal
1984,B. Traoré,Burkina Faso,29,75,Sunderland,181.0,73.0,Left,RW,5.5,356,382,361,345,324,122,Lean
1985,25D. D'Ambrosio,Italy,35,73,Monza,180.0,75.0,Right,CB,0.8,320,324,323,337,334,221,Normal
1986,C. Bakambu,Congo DR,34,75,Real Betis Balompié,182.0,73.0,Right,ST,2.7,368,329,357,371,319,99,Normal
1987,25F. Paghera,Italy,32,65,Brescia,170.0,62.0,Right,CM,0.55,263,294,391,287,293,161,Normal
1988,25M. Amini,Australia,31,64,Perth Glory,173.0,71.0,Right,CM,0.47500000000000003,277,291,325,325,299,167,Stocky
1989,26A. Boyle,Republic of Ireland,34,57-1,Waterford FC,185.0,78.0,Right,CB,0.05,205,193,201,249,243,167,Normal
1990,R. Barkley,England,31,77,Aston Villa,189.0,76.0,Right,CM,8.5,368,385,302,363,354,191,Normal
1991,18D. Dedechko,Ukraine,29,67,SKA Khabarovsk,188.0,83.0,Right,CDM,0.6,341,320,288,314,305,198,Stocky
1992,Kim Tae Hwan,Korea Republic,35,67,Jeonbuk Hyundai Motors,177.0,72.0,Right,RB,0.325,279,284,364,336,303,187,Normal
1993,22Sebá,Brazil,29,72,Al Shabab,182.0,73.0,Left,LM,2.3,327,332,382,373,337,141,Stocky
1994,J. Clasie,Netherlands,34,78,AZ Alkmaar,170.0,68.0,Right,CDM,4.8,317,380,320,334,357,223,Normal
1995,M. Gregoritsch,Austria,31,75,FC Augsburg,193.0,91.0,Left,ST,4.8,377,349,258,392,303,114,Normal
1996,25T. Xhaka,Albania,33,67,FC Basel,172.0,72.0,Right,CDM,0.5,291,315,331,352,316,195,Normal
1997,22D. Cvetinović,Serbia,32,64,Tokushima Vortis,186.0,79.0,Right,CB,0.375,266,263,271,324,255,177,Normal
1998,24M. Çağıran,Türkiye,30,63,Hatayspor,181.0,82.0,Right,CB,0.4,291,328,285,348,312,185,Stocky
1999,23M. Lowton,England,33,71,Huddersfield Town,180.0,78.0,Right,RWB,0.975,332,325,319,356,329,214,Normal
2000,20T. Sušić,Bosnia and Herzegovina,27,71,TSV Hartberg,186.0,77.0,Left,CAM,2.7,343,372,322,330,334,176,Normal
2001,15F. Boniperti,Italy,22,55,Parma,180.0,74.0,Right,RW,0.09,239,279,348,270,213,67,Lean
2002,18I. Kireev,Russia,25,66,FC Rostov,179.0,72.0,Right,RM,0.775,290,282,346,276,315,180,Lean
2003,25S. Kittel,Germany,31,68,Grasshopper Club Zürich,179.0,76.0,Right,CAM,1.0,319,357,349,317,287,107,Normal
2004,20A. Özbiliz,Armenia,29,73,Beşiktaş JK,175.0,72.0,Left,LW,3.9,330,373,377,339,284,81,Normal
2005,25R. Bonevacia,Curacao,32,65-2,Melbourne Victory,174.0,65.0,Right,CAM,0.47500000000000003,303,325,354,345,299,179,Normal
2006,25N. Boilesen,Denmark,32,67,FC København,186.0,75.0,Left,CB,0.65,292,304,294,309,298,203,Normal
2007,T. Darikwa,Zimbabwe,33,67,Lincoln City,188.0,77.0,Right,RB,0.525,290,291,341,343,320,190,Normal
2008,B. Gibson,England,32,67,Stoke City,185.0,78.0,Left,CB,0.65,205,207,249,277,259,200,Normal
2009,15Borja Docal,Spain,22,62,CD Mirandés,173.0,73.0,Left,LM,0.275,256,293,360,297,286,166,Normal
2010,15Yoo Soo Hyun,Korea Republic,28,58,Gimcheon Sangmu FC,173.0,68.0,Right,RM,0.14,273,276,355,318,247,107,Normal
2011,M. Cañete,Argentina,35,64,Recoleta,179.0,81.0,Right,CAM,0.24,298,340,256,282,275,97,Normal
2012,17N. Oduamadi,Nigeria,25,65,AC Milan,175.0,65.0,Right,RM,0.625,280,298,413,320,214,49,Lean
2013,20R. Siemaszko,Poland,32,60,Arka Gdynia,170.0,68.0,Right,ST,0.17,232,243,329,311,269,119,Stocky
2014,23M. Ivanovski,North Macedonia,32,62,Asociația Clubul Sportiv Petrolul,182.0,78.0,Right,ST,0.325,269,256,329,309,266,77,Normal
2015,Jiang Guangtai,China PR,31,69,Shanghai Port,188.0,76.0,Right,CB,0.9500000000000001,253,238,371,335,248,202,Stocky
2016,C. Christie,Republic of Ireland,32,66,Bolton Wanderers,188.0,82.0,Right,RB,0.6,292,308,332,330,309,189,Stocky
2017,16O. Ilesanmi,England,24,58,York City,185.0,76.0,Left,CB,0.13,215,205,367,322,212,173,Stocky
2018,Danilo Pereira,Portugal,33,81,Al Ittihad,188.0,83.0,Right,CB,12.5,329,325,277,389,364,243,Stocky
2019,14J. Gorman,Northern Ireland,20,60,Leyton Orient,178.0,78.0,Left,LW,0.19,270,254,335,263,235,101,Lean
2020,21B. Stancu,Romania,33,71,Gençlerbirliği SK,183.0,75.0,Right,ST,1.2,343,322,328,342,316,97,Normal
2021,K. Koulibaly,Senegal,34,82,Al Hilal,186.0,89.0,Right,CB,10.0,294,295,298,355,328,245,Unique
2022,19M. Górski,Poland,28,61,Korona Kielce,183.0,75.0,Right,RW,0.25,270,237,372,321,246,70,Normal
2023,25J. Słowik,Poland,32,67,Konyaspor,190.0,82.0,Right,GK,0.5,78,74,210,192,94,44,Lean
2024,23L. Krejčí,Czechia,29,68,Sparta Praha,179.0,70.0,Left,LM,1.2,322,338,348,298,333,192,Lean
2025,23J. Murillo,Colombia,30,69,Sampdoria,182.0,78.0,Right,CB,1.1,281,244,340,309,299,199,Normal
2026,17N. Kabasele,Belgium,22,66,Royal Excel Mouscron,175.0,84.0,Right,ST,0.85,295,271,367,351,261,57,Stocky
2027,17D. Nwakaeme,Nigeria,30,67,Angers SCO,187.0,85.0,Right,ST,0.675,263,257,340,343,263,102,Stocky
2028,M. Doherty,Republic of Ireland,33,74,Wolverhampton Wanderers,185.0,80.0,Right,CB,2.0,321,318,340,356,337,221,Stocky
2029,25F. Ghoulam,Algeria,33,73,Hatayspor,188.0,80.0,Left,LB,1.6,322,360,325,356,359,215,Normal
2030,G. Kondogbia,Central African Republic,32,77,Olympique de Marseille,188.0,80.0,Left,CDM,7.0,327,344,309,385,352,233,Lean
2031,G. Ramírez,Uruguay,34,67,Boston River,183.0,78.0,Left,CAM,0.47500000000000003,333,341,327,322,300,153,Lean
2032,23P. Sagna,Senegal,31,69,Santa Clara,179.0,73.0,Right,RB,1.0,266,331,350,305,309,197,Normal
2033,25R. Varane,France,31,82,Como,191.0,81.0,Right,CB,21.0,292,316,325,335,319,245,Unique
2034,W. Keane,Republic of Ireland,32,66,Reading FC,188.0,78.0,Right,ST,0.7000000000000001,316,293,308,360,310,126,Lean
2035,A. Cornelius,Denmark,32,67,FC København,193.0,91.0,Left,ST,0.8250000000000001,304,275,277,370,283,64,Stocky
2036,23Li Jianbin,China PR,33,62,Chengdu Rongcheng,185.0,77.0,Right,CB,0.19,182,182,320,270,244,184,Normal
2037,26A. Morales,United States,35,66,St. Louis CITY SC,183.0,77.0,Right,CM,0.35000000000000003,289,313,288,344,313,186,Normal
2038,17S. Fomin,Russia,27,64+2,FC Ufa,180.0,79.0,Left,CAM,0.47500000000000003,279,278,329,328,293,126,Normal
2039,Suso,Spain,31,71,Cádiz CF,177.0,70.0,Left,CAM,1.6,336,369,348,308,275,89,Normal
2040,23L. Palun,Gabon,33,62,Sporting Club Bastia,184.0,73.0,Right,CB,0.19,261,254,325,315,281,181,Stocky
2041,19K. Ebecilio,Netherlands,24,66,ADO Den Haag,182.0,82.0,Right,CB,0.7000000000000001,274,308,284,325,322,188,Normal
2042,21S. Hajrović,Bosnia and Herzegovina,27,62,Viktoria Köln,186.0,79.0,Right,CB,0.45,207,209,273,253,227,186,Normal
2043,S. Ulreich,Germany,36,73,FC Bayern München,192.0,87.0,Right,GK,0.35000000000000003,81,92,229,210,111,48,Normal
2044,20K. Honda,Japan,33,75,Vitesse,182.0,74.0,Left,CAM,4.0,348,382,357,355,314,146,Normal
2045,L. Holtby,Germany,34,69,NAC Breda,176.0,76.0,Left,CM,0.65,322,365,307,318,334,190,Normal
2046,M. Reus,Germany,36,78,LA Galaxy,180.0,71.0,Right,CAM,4.6,368,406,337,347,341,161,Unique
2047,21L. Kozák,Czechia,31,71,Sparta Praha,193.0,88.0,Right,ST,1.6,318,310,259,341,307,79,Lean
2048,R. Bürki,Switzerland,34,76,St. Louis CITY SC,187.0,85.0,Right,GK,1.3,90,84,270,248,140,44,Normal
2049,25G. Bonaventura,Italy,34,78,Al Shabab,180.0,75.0,Right,CAM,6.5,382,395,362,360,361,209,Normal
2050,24Y. Bolasie,Congo DR,34,70,Swansea City,185.0,84.0,Right,LM,0.75,317,324,355,367,306,80,Normal
2051,G. McCleary,Jamaica,38,63,Gillingham,187.0,76.0,Right,RW,0.16,304,310,340,315,278,145,Normal
2052,F. Coquelin,France,34,72,FC Nantes,177.0,74.0,Right,CDM,1.1,331,342,316,320,355,225,Normal
2053,21Hulk,Brazil,33,80,Shanghai Port,180.0,85.0,Left,LW,13.0,376,395,402,424,368,123,Stocky
2054,22J. Wilshere,England,29,73,Aarhus Gymnastikforening,176.0,68.0,Left,CAM,3.0,336,375,357,344,354,191,Stocky
2055,22D. Santon,Italy,30,72,Roma,187.0,77.0,Right,RWB,2.0,316,329,327,337,326,216,Normal
2056,17T. Gornell,England,26,61,Accrington Stanley,180.0,78.0,Right,ST,0.275,266,254,337,346,250,90,Normal
2057,C. Smalling,England,35,79,Al Fayha,194.0,81.0,Right,CB,4.6,302,254,239,309,320,242,Lean
2058,19Fernandão,Brazil,31,73,Al Wehda,192.0,88.0,Right,ST,3.6,325,284,242,342,319,66,Normal
2059,N. Clyne,England,34,70,Crystal Palace,175.0,67.0,Right,RB,0.5750000000000001,309,316,315,307,308,218,Normal
2060,21M. Solheim,Norway,32,66,Stabæk Fotball,178.0,74.0,Right,RB,0.6,277,282,312,341,271,192,Normal
2061,25E. Mangala,France,33,70,GD Estoril Praia,188.0,80.0,Left,CB,0.75,251,247,268,326,288,210,Normal
2062,25Asier Illarramendi,Spain,34,76,FC Dallas,179.0,74.0,Right,CM,3.5,319,374,296,336,351,225,Normal
2063,19Cyriac,Côte d'Ivoire,27,71,Sivasspor,172.0,75.0,Right,RW,2.5,336,300,404,362,269,93,Stocky
2064,23J. Pastore,Argentina,33,74,Elche CF,187.0,78.0,Right,CAM,2.6,344,376,326,274,340,147,Lean
2065,N. Matić,Serbia,36,77,Sassuolo,194.0,85.0,Left,CDM,2.1,347,364,242,360,353,225,Lean
2066,C. Wood,New Zealand,33,81,Nottingham Forest,191.0,92.0,Right,ST,16.5,383,348,272,401,358,95,Normal
2067,N. Otamendi,Argentina,37,80,SL Benfica,183.0,78.0,Right,CB,3.8,320,287,311,383,333,241,Stocky
2068,De Gea,Spain,34,84,Fiorentina,192.0,76.0,Right,GK,7.0,101,129,276,190,119,50,Unique
2069,A. Lacazette,France,34,77,NEOM SC,175.0,73.0,Right,ST,5.0,380,377,364,371,358,116,Unique
2070,K. Darlow,Wales,34,74,Leeds United,190.0,88.0,Right,GK,0.725,92,123,313,237,115,40,Normal
2071,R. Rodríguez,Switzerland,32,73,Real Betis Balompié,182.0,83.0,Left,CM,2.1,341,387,319,374,367,214,Normal
2072,25R. Soriano,Italy,33,71,US Salernitana,182.0,76.0,Right,CM,1.2,350,350,351,352,337,196,Normal
2073,G. Medel,Chile,37,70,Universidad Católica,171.0,76.0,Right,CDM,0.325,271,270,308,327,317,214,Stocky
2074,T. Lees,England,34,66,Peterborough United,185.0,75.0,Right,CB,0.275,231,214,276,288,253,198,Normal
2075,21Dodô,Brazil,28,71-1,Sampdoria,177.0,75.0,Left,LM,1.9,308,353,367,325,318,206,Lean
2076,F. Bardi,Italy,33,72,Mantova,188.0,80.0,Right,GK,0.75,87,99,246,213,106,50,Normal
2077,J. Collins,Republic of Ireland,34,66,Lincoln City,188.0,86.0,Right,ST,0.425,307,276,287,348,308,109,Normal
2078,A. Griezmann,France,34,84,Atlético Madrid,176.0,73.0,Left,CAM,20.5,417,432,407,397,387,175,Unique
2079,23P. Jones,England,30,70,Manchester United,185.0,71.0,Right,CB,1.3,288,243,225,289,296,214,Lean
2080,18Y. Godzyur,Ukraine,32,70,FC Ural Yekaterinburg,194.0,90.0,Right,GK,1.0,89,79,231,200,120,37,Normal
2081,24Willian José,Brazil,31,76,Real Betis Balompié,189.0,91.0,Right,ST,6.5,353,326,305,394,339,102,Normal
2082,24L. Gutiérrez,Bolivia,38,63,Oriente Petrolero,180.0,74.0,Left,CB,0.09,234,234,255,258,279,189,Normal
2083,22Suk Hyun Jun,Korea Republic,30,67,ESTAC Troyes,190.0,82.0,Right,ST,1.0,322,313,282,353,291,100,Normal
2084,15D. Mori,Israel,25,65,Vitesse,186.0,78.0,Right,CB,0.5,203,225,282,272,218,203,Normal
2085,23J. Chávez,Bolivia,36,64,Royal Pari,175.0,69.0,Right,CM,0.18,283,285,327,297,294,171,Normal
2086,24G. Krychowiak,Poland,33,73,Abha,186.0,79.0,Right,CDM,1.5,348,327,237,380,365,210,Normal
2087,17L. Fané,Mali,28,64,Al Batin,183.0,73.0,Right,CDM,0.425,285,295,350,373,299,183,Lean
2088,D. Alaba,Austria,33,80,Real Madrid,180.0,78.0,Left,CB,10.0,370,400,365,389,378,245,Normal
2089,S. Coates,Uruguay,34,79,Club Nacional de Football,196.0,94.0,Right,CB,5.5,272,258,258,326,337,243,Normal
2090,J. Ayew,Ghana,33,69,Leicester City,182.0,81.0,Right,ST,0.9,348,346,314,339,343,162,Normal
2091,F. Lejeune,France,34,79,Rayo Vallecano,190.0,81.0,Right,CB,5.5,318,359,288,401,325,235,Normal
2092,J. Toornstra,Netherlands,36,67,Sparta Rotterdam,178.0,74.0,Right,CM,0.325,348,350,282,335,339,187,Normal
2093,15B. Hamdi,Algeria,23,62,Stade Brestois,176.0,71.0,Right,RW,0.35000000000000003,302,274,334,290,211,72,Normal
2094,15R. Koch,Switzerland,24,54,FC Zürich,185.0,75.0,Right,CDM,0.09,246,244,307,274,248,154,Normal
2095,T. Ream,United States,37,72,Charlotte FC,185.0,80.0,Left,CDM,0.425,304,314,262,314,302,218,Normal
2096,M. Vydra,Czechia,33,74,Viktoria Plzeň,180.0,74.0,Right,ST,2.7,351,332,374,372,300,98,Normal
2097,24N. Đurđić,Serbia,37,63,Degerfors IF,186.0,77.0,Right,ST,0.16,298,282,301,332,325,126,Normal
2098,J. Svensson,Norway,32,73,Rosenborg BK,170.0,69.0,Right,RB,2.1,314,330,375,364,333,213,Stocky
2099,19M. Richards,England,30,68,Aston Villa,180.0,83.0,Right,CB,0.675,273,252,300,295,299,194,Stocky
2100,21G. dos Santos,Mexico,31,71,Club América,175.0,75.0,Left,LW,1.6,316,364,370,302,273,78,Normal
2101,21Fábio Coentrão,Portugal,32,75,Rio Ave FC,179.0,66.0,Left,LB,3.9,344,352,371,348,353,216,Lean
2102,22D. Sturridge,England,31,72,Perth Glory,180.0,76.0,Left,ST,2.0,336,337,349,333,294,47,Normal
2103,25C. Erkin,Türkiye,35,70,Eyüpspor,181.0,72.0,Left,CAM,0.5,356,391,333,348,368,201,Lean
2104,20Naldo,Brazil,36,77,AS Monaco,198.0,88.0,Right,CB,1.8,317,321,257,333,324,231,Lean
