ID,Name,Nationality,Team & Contract,foot,Best position,Body type,Age,Overall rating,Height,Weight,Value,Total attacking,Total skill,Total movement,Total power,Total mentality,Total defending
3431,26Carlos Jiménez,Na_Spain,Tc_Al Qadsiah FC,F_Right,Bp_CB,Bt_Lean,a1,o2,h5,w4,v2,ta3,ts2,tm1,tp2,tme3,td4
3432,25Alvin,Na_Spain,Tc_CD Leganés,F_Right,Bp_GK,Bt_Lean,a2,o2,h3,w3,v2,ta1,ts1,tm1,tp1,tme1,td1
3433,25Lucas Ricoy,Na_Spain,Tc_Burgos CF,F_Right,Bp_ST,Bt_Stocky,a2,o3,h4,w4,v3,ta4,ts3,tm1,tp4,tme3,td1
3434,25Pamies,Na_Spain,Tc_Elche CF,F_Right,Bp_CB,Bt_Normal,a2,o2,h2,w2,v3,ta1,ts2,tm2,tp3,tme2,td4
3435,25E. Frimpong,Na_Ghana,Tc_Real Valladolid CF,F_Left,Bp_CM,Bt_Normal,a2,o2,h1,w2,v3,ta3,ts4,tm4,tp4,tme4,td4
3436,25A. Khelifa,Na_Algeria,Tc_AC Ajaccio,F_Right,Bp_CB,Bt_Normal,a1,o1,h2,w3,v1,ta2,ts1,tm2,tp1,tme2,td4
3437,24N. Saggionetto,Na_Italy,Tc_Cittadella,F_Left,Bp_CAM,Bt_Lean,a2,o1,h4,w4,v1,ta3,ts3,tm2,tp3,tme3,td3
3438,26Y. Rocchetti,Na_Italy,Tc_Cremonese,F_Left,Bp_LWB,Bt_Normal,a3,o4,h5,w5,v4,ta4,ts4,tm3,tp5,tme4,td5
3439,24M. Verzeletti,Na_Italy,Tc_FeralpiSalò,F_Right,Bp_RB,Bt_Normal,a1,o1,h4,w4,v1,ta2,ts2,tm2,tp2,tme1,td3
3440,C. Fall,Na_Senegal,Tc_Pau FC,F_Right,Bp_CAM,Bt_Lean,a2,o2,h2,w1,v2,ta3,ts3,tm2,tp3,tme3,td3
3441,F. Rinaldi,Na_Italy,Tc_Parma,F_Right,Bp_GK,Bt_Normal,a3,o3,h4,w2,v3,ta1,ts1,tm1,tp1,tme1,td1
3442,Y. Titi,Na_France,Tc_ESTAC Troyes,F_Right,Bp_RB,Bt_Normal,a1,o4,h4,w4,v4,ta3,ts2,tm4,tp2,tme2,td4
3443,O. Sissoko,Na_France,Tc_Pau FC,F_Right,Bp_ST,Bt_Normal,a1,o2,h1,w1,v3,ta3,ts3,tm4,tp3,tme2,td1
3444,M. Kanté,Na_France,Tc_West Ham United,F_Right,Bp_CDM,Bt_Lean,a1,o3,h5,w4,v3,ta2,ts3,tm3,tp4,tme4,td4
3445,A. Gilchrist,Na_England,Tc_West Bromwich Albion,F_Right,Bp_CB,Bt_Lean,a2,o4,h4,w4,v5,ta4,ts4,tm2,tp3,tme4,td5
3446,26A. Haj Mohamed,Na_Tunisia,Tc_Parma,F_Right,Bp_CAM,Bt_Lean,a2,o4,h1,w1,v4,ta4,ts5,tm2,tp2,tme3,td2
3447,A. Matos,Na_England,Tc_Sheffield United,F_Right,Bp_CDM,Bt_Normal,a2,o4,h2,w2,v4,ta4,ts5,tm5,tp5,tme5,td5
3448,R. Stutter,Na_England,Tc_Barnet,F_Right,Bp_ST,Bt_Normal,a2,o2,h2,w3,v3,ta4,ts3,tm4,tp4,tme3,td2
3449,24T. Pionnier,Na_France,Tc_Quevilly Rouen Métropole,F_Right,Bp_CB,Bt_Normal,a2,o2,h3,w3,v2,ta1,ts2,tm2,tp1,tme1,td4
3450,J. McConnell,Na_England,Tc_Liverpool,F_Right,Bp_CM,Bt_Lean,a2,o4,h2,w1,v5,ta4,ts5,tm3,tp4,tme5,td4
3451,25A. Francis-Clarke,Na_England,Tc_Luton Town,F_Right,Bp_CB,Bt_Normal,a1,o2,h4,w4,v2,ta2,ts2,tm1,tp2,tme2,td4
3452,F. Coppola,Na_Italy,Tc_Pisa,F_Right,Bp_CB,Bt_Normal,a2,o2,h5,w5,v3,ta1,ts1,tm2,tp2,tme2,td4
3453,A. Vuković,Na_Croatia,Tc_Mantova,F_Right,Bp_GK,Bt_Normal,a2,o4,h5,w4,v4,ta1,ts1,tm1,tp1,tme1,td1
3454,26G. Cavallini,Na_Italy,Tc_Reggiana,F_Left,Bp_LB,Bt_Normal,a2,o2,h2,w2,v2,ta3,ts3,tm2,tp2,tme3,td4
3455,26P. Candelari,Na_Italy,Tc_Spezia,F_Right,Bp_CAM,Bt_Lean,a2,o2,h2,w3,v2,ta2,ts3,tm2,tp2,tme4,td3
3456,25N. Pietra,Na_Italy,Tc_Spezia,F_Right,Bp_CDM,Bt_Normal,a2,NA,h5,w5,v1,ta2,ts2,tm1,tp1,tme2,td3
3457,L. Lucchesi,Na_Italy,Tc_Monza,F_Left,Bp_CB,Bt_Normal,a3,o4,h5,w4,v4,ta2,ts2,tm2,tp3,tme2,td4
3458,24L. Busato,Na_Italy,Tc_Venezia,F_Right,Bp_CB,Bt_Stocky,a1,o1,h3,w4,v1,ta2,ts1,tm2,tp1,tme2,td4
3459,Gong Si Hyeun,Na_Korea Republic,Tc_Jeonbuk Hyundai Motors,F_Right,Bp_GK,Bt_Normal,a2,o1,h5,w5,v1,ta1,ts1,tm1,tp1,tme1,td1
3460,26Kim Tae Jun,Na_Korea Republic,Tc_Gwangju FC,F_Right,Bp_GK,Bt_Normal,a4,o1,h4,w4,v1,ta1,ts1,tm1,tp1,tme1,td1
3461,25T. Bloxham,Na_Republic of Ireland,Tc_Blackburn Rovers,F_Right,Bp_ST,Bt_Lean,a1,o2,h2,w2,v2,ta3,ts3,tm4,tp4,tme2,td2
3462,25R. Nelson,Na_England,Tc_Bristol City,F_Right,Bp_RM,Bt_Lean,a1,o1,h1,w1,v1,ta2,ts2,tm5,tp2,tme2,td3
3463,24J. Dixon,Na_England,Tc_Birmingham City,F_Right,Bp_ST,Bt_Lean,a1,o1,h4,w4,v2,ta3,ts2,tm4,tp3,tme3,td2
3464,25J. Edmondson,Na_England,Tc_Blackburn Rovers,F_Right,Bp_CAM,Bt_Normal,a1,o1,h2,w1,v1,ta2,ts2,tm3,tp2,tme3,td3
3465,L. Marianucci,Na_Italy,Tc_Torino,F_Right,Bp_CB,Bt_Normal,a2,o4,h4,w3,v5,ta2,ts2,tm1,tp2,tme3,td5
3466,D. Theiner,Na_Italy,Tc_Südtirol,F_Right,Bp_GK,Bt_Normal,a2,o2,h4,w3,v2,ta1,ts1,tm1,tp1,tme1,td1
3467,25P. Allocca,Na_Italy,Tc_US Salernitana,F_Right,Bp_GK,Bt_Normal,a1,o1,h5,w5,v1,ta1,ts1,tm1,tp1,tme1,td1
3468,A. Cissè,Na_Italy,Tc_Catanzaro,F_Right,Bp_CAM,Bt_Normal,a1,o4,h2,w1,v4,ta4,ts5,tm5,tp3,tme3,td3
3469,25I. Kamate,Na_France,Tc_Modena,F_Left,Bp_LM,Bt_Lean,a1,o4,h4,w4,v4,ta3,ts4,tm4,tp4,tme4,td4
3470,L. Nava,Na_Italy,Tc_Cremonese,F_Right,Bp_GK,Bt_Lean,a2,o2,h5,w5,v2,ta1,ts1,tm1,tp1,tme1,td1
3471,A. Sfait,Na_Romania,Tc_CFR Cluj,F_Right,Bp_RM,Bt_Lean,a2,o3,h2,w2,v4,ta4,ts4,tm4,tp3,tme3,td2
3472,T. Guercio,Na_Poland,Tc_Carrarese,F_Right,Bp_RB,Bt_Lean,a2,o3,h4,w3,v4,ta4,ts4,tm2,tp3,tme4,td4
3473,G. Daffara,Na_Italy,Tc_Avellino,F_Right,Bp_GK,Bt_Normal,a2,o4,h5,w3,v4,ta1,ts1,tm1,tp1,tme1,td1
3474,Saná Fernandes,Na_Portugal,Tc_Lazio,F_Right,Bp_CAM,Bt_Normal,a1,o3,h1,w1,v3,ta4,ts4,tm5,tp2,tme3,td2
3475,Mateus Lusuardi,Na_Brazil,Tc_Reggiana,F_Left,Bp_CB,Bt_Normal,a2,o4,h5,w4,v4,ta2,ts2,tm1,tp2,tme2,td5
3476,G. Stabile,Na_Italy,Tc_SSC Bari,F_Left,Bp_CB,Bt_Normal,a2,o4,h4,w5,v4,ta2,ts2,tm1,tp2,tme2,td5
3477,G. Bonfanti,Na_Italy,Tc_Spezia,F_Left,Bp_CB,Bt_Normal,a3,o4,h4,w4,v4,ta2,ts2,tm1,tp2,tme4,td5
3478,25J. Seghetti,Na_Italy,Tc_Empoli,F_Right,Bp_GK,Bt_Normal,a1,o2,h5,w3,v3,ta1,ts1,tm1,tp1,tme1,td1
3479,J. Lindekilde,Na_Denmark,Tc_Fredericia,F_Right,Bp_ST,Bt_Normal,a1,o3,h4,w4,v3,ta4,ts3,tm3,tp4,tme4,td4
3480,L. Flø,Na_Denmark,Tc_Vejle Boldklub,F_Right,Bp_RB,Bt_Lean,a1,o3,h4,w4,v4,ta3,ts3,tm3,tp3,tme4,td4
3481,V. Westh,Na_Denmark,Tc_Silkeborg IF,F_Left,Bp_CAM,Bt_Normal,a2,o3,h3,w3,v3,ta4,ts4,tm3,tp3,tme4,td4
3482,25E. Otoo,Na_Ghana,Tc_Lyngby Boldklub,F_Right,Bp_CAM,Bt_Normal,a2,o2,h1,w1,v3,ta2,ts3,tm3,tp2,tme3,td3
3483,A. Nygaard,Na_Denmark,Tc_Fredericia,F_Right,Bp_CB,Bt_Normal,a1,o3,h2,w2,v3,ta1,ts2,tm2,tp2,tme2,td4
3484,L. Kirkegaard,Na_Denmark,Tc_Viborg FF,F_Right,Bp_CB,Bt_Lean,a1,o3,h5,w4,v4,ta2,ts2,tm2,tp2,tme2,td5
3485,E. Ortakaya,Na_Türkiye,Tc_Çaykur Rizespor,F_Left,Bp_CB,Bt_Normal,a2,o3,h4,w3,v3,ta2,ts3,tm2,tp2,tme3,td4
3486,D. Dönmezer,Na_Türkiye,Tc_Kayserispor,F_Right,Bp_GK,Bt_Normal,a1,o2,h5,w5,v3,ta1,ts1,tm1,tp1,tme1,td1
3487,E. Albak,Na_Türkiye,Tc_Samsunspor,F_Right,Bp_LB,Bt_Normal,a2,o2,h1,w1,v3,ta3,ts3,tm2,tp2,tme3,td4
3488,26A. Bülbül,Na_Türkiye,Tc_Galatasaray SK,F_Right,Bp_RM,Bt_Normal,a2,o3,h2,w2,v3,ta3,ts3,tm5,tp4,tme4,td4
3489,26Y. Dilek,Na_Türkiye,Tc_Medipol Başakşehir FK,F_Left,Bp_CB,Bt_Normal,a2,o1,h5,w5,v1,ta1,ts1,tm1,tp1,tme2,td3
3490,26M. Fofana,Na_Côte d'Ivoire,Tc_Medipol Başakşehir FK,F_Right,Bp_CAM,Bt_Lean,a2,o1,h4,w4,v1,ta2,ts2,tm3,tp2,tme3,td3
3491,25M. Eser,Na_Türkiye,Tc_Adana Demirspor,F_Right,Bp_GK,Bt_Lean,a1,o1,h5,w2,v1,ta1,ts1,tm1,tp1,tme1,td1
3492,25Gorka,Na_Spain,Tc_Getafe CF,F_Left,Bp_LB,Bt_Lean,a1,o3,h4,w4,v3,ta2,ts3,tm3,tp5,tme2,td4
3493,Unai Hernández,Na_Spain,Tc_Al Shabab,F_Right,Bp_CAM,Bt_Lean,a2,o4,h1,w1,v4,ta4,ts4,tm5,tp3,tme4,td3
3494,David López,Na_Spain,Tc_RCD Mallorca,F_Right,Bp_CB,Bt_Normal,a3,o4,h5,w5,v5,ta2,ts2,tm1,tp4,tme2,td5
3495,Fran González,Na_Spain,Tc_Real Madrid,F_Right,Bp_GK,Bt_Normal,a2,o4,h5,w2,v4,ta1,ts1,tm1,tp1,tme1,td1
3496,24F. de León,Na_Uruguay,Tc_Club Nacional de Football,F_Right,Bp_CAM,Bt_Normal,a1,o2,h1,w2,v2,ta2,ts3,tm4,tp2,tme4,td4
3497,25F. Perdomo,Na_Uruguay,Tc_Liverpool FC Uruguay,F_Right,Bp_RB,Bt_Normal,a4,o3,h1,w1,v3,ta2,ts2,tm4,tp2,tme3,td5
3498,P. Siles,Na_Uruguay,Tc_Montevideo City Torque,F_Right,Bp_CDM,Bt_Normal,a5,o5,h1,w3,v4,ta3,ts4,tm2,tp4,tme5,td5
3499,L. Raimund,Na_Germany,Tc_Fortuna Düsseldorf,F_Left,Bp_CAM,Bt_Lean,a2,o3,h4,w4,v4,ta4,ts4,tm3,tp3,tme3,td3
3500,T. Scheller,Na_Germany,Tc_SC Paderborn,F_Right,Bp_CB,Bt_Lean,a4,o4,h5,w5,v4,ta2,ts2,tm1,tp3,tme3,td5
3501,24R. Brownlie,Na_Australia,Tc_Brisbane Roar,F_Right,Bp_ST,Bt_Normal,a1,o1,h2,w1,v1,ta2,ts2,tm5,tp3,tme3,td2
3502,26H. Akpa-Chukwu,Na_Cameroon,Tc_SSC Bari,F_Right,Bp_ST,Bt_Normal,a1,o2,h5,w4,v3,ta4,ts3,tm1,tp3,tme2,td1
3503,24L. Božičković,Na_Bosnia and Herzegovina,Tc_FC Voluntari,F_Right,Bp_CAM,Bt_Normal,a1,o2,h4,w3,v2,ta3,ts3,tm3,tp3,tme2,td2
3504,F. Armstrong,Na_England,Tc_Waterford FC,F_Left,Bp_LB,Bt_Normal,a3,o1,h3,w4,v1,ta2,ts2,tm3,tp2,tme2,td3
3505,24K. Al Asiri,Na_Saudi Arabia,Tc_Al Shabab,F_Right,Bp_CB,Bt_Normal,a1,o1,h2,w3,v1,ta1,ts1,tm2,tp1,tme1,td4
3506,25F. Shehu,Na_Albania,Tc_Adana Demirspor,F_Left,Bp_CAM,Bt_Lean,a3,o2,h4,w2,v3,ta4,ts5,tm3,tp4,tme2,td2
3507,J. Kania,Na_Germany,Tc_VfL Osnabrück,F_Right,Bp_ST,Bt_Normal,a4,o4,h5,w5,v4,ta4,ts2,tm3,tp5,tme3,td1
3508,26A. Doumbouya,Na_France,Tc_OGC Nice,F_Left,Bp_CB,Bt_Lean,a1,o2,h3,w3,v2,ta2,ts2,tm1,tp2,tme2,td4
3509,24S. Cahill,Na_Australia,Tc_Brisbane Roar,F_Right,Bp_CAM,Bt_Lean,a1,o1,h4,w2,v1,ta2,ts3,tm2,tp2,tme2,td2
3510,26E. Decker,Na_Germany,Tc_FC Ingolstadt,F_Right,Bp_CDM,Bt_Lean,a1,o2,h5,w4,v2,ta3,ts3,tm3,tp3,tme3,td4
3511,24Gabriel Lacerda,Na_Brazil,Tc_Sydney FC,F_Right,Bp_CB,Bt_Lean,a4,o3,h4,w5,v3,ta2,ts2,tm2,tp3,tme4,td5
3512,S. Meitei,Na_India,Tc_Punjab FC,F_Right,Bp_CB,Bt_Normal,a5,o1,h2,w1,v1,ta1,ts1,tm1,tp1,tme1,td4
3513,J. Johnson,Na_England,Tc_Luton Town,F_Left,Bp_LB,Bt_Lean,a1,o3,h4,w1,v4,ta3,ts3,tm3,tp2,tme4,td4
3514,B. Oram,Na_India,Tc_NorthEast United,F_Right,Bp_CAM,Bt_Lean,a2,o1,h1,w1,v1,ta2,ts2,tm1,tp1,tme2,td3
3515,M. Nickson,Na_India,Tc_NorthEast United,F_Right,Bp_CAM,Bt_Lean,a2,o4,h1,w1,v4,ta3,ts4,tm3,tp1,tme4,td3
3516,A. Al Masoud,Na_Saudi Arabia,Tc_Al Fateh,F_Right,Bp_ST,Bt_Lean,a2,o1,h1,w2,v1,ta3,ts2,tm2,tp2,tme2,td2
3517,26J. Kayi Sanda,Na_France,Tc_Southampton,F_Right,Bp_CB,Bt_Normal,a1,o3,h4,w4,v4,ta2,ts2,tm2,tp3,tme2,td5
3518,25J. Lacombe,Na_France,Tc_Toulouse FC,F_Right,Bp_GK,Bt_Normal,a2,o3,h5,w5,v3,ta1,ts1,tm1,tp1,tme1,td1
3519,Y. Aradj,Na_France,Tc_Stade Lavallois Mayenne FC,F_Left,Bp_LB,Bt_Lean,a2,o3,h2,w1,v3,ta3,ts3,tm2,tp1,tme3,td4
3520,M. Al Saad,Na_Saudi Arabia,Tc_NEOM SC,F_Left,Bp_LM,Bt_Lean,a3,o4,h1,w1,v4,ta4,ts4,tm5,tp2,tme3,td2
3521,N. Edjouma,Na_France,Tc_Lille OSC,F_Right,Bp_CAM,Bt_Lean,a1,o4,h3,w3,v5,ta4,ts4,tm3,tp4,tme2,td2
3522,25A. Jha,Na_India,Tc_Bengaluru FC,F_Right,Bp_ST,Bt_Normal,a4,o1,h3,w3,v1,ta3,ts2,tm2,tp3,tme1,td1
3523,C. Gardner,Na_Scotland,Tc_Grimsby Town,F_Left,Bp_ST,Bt_Lean,a1,o1,h3,w2,v2,ta3,ts2,tm3,tp4,tme2,td1
3524,24J. Markovski,Na_Australia,Tc_Brisbane Roar,F_Right,Bp_ST,Bt_Normal,a4,o2,h4,w3,v1,ta3,ts3,tm3,tp4,tme3,td2
3525,24A. Kuyubaşı,Na_Türkiye,Tc_MKE Ankaragücü,F_Right,Bp_CB,Bt_Normal,a4,o2,h5,w5,v1,ta1,ts1,tm1,tp2,tme2,td4
3526,25G. Misehouy,Na_Netherlands,Tc_Girona FC,F_Right,Bp_CAM,Bt_Normal,a1,o4,h1,w1,v4,ta4,ts5,tm5,tp3,tme4,td2
3527,S. Morales,Na_United States,Tc_Inter Miami,F_Right,Bp_CAM,Bt_Lean,a1,o2,h1,w1,v2,ta2,ts3,tm2,tp1,tme3,td2
3528,25A. Khalifa,Na_Saudi Arabia,Tc_Al Ettifaq,F_Right,Bp_CDM,Bt_Lean,a2,o1,h2,w2,v1,ta1,ts2,tm2,tp1,tme2,td3
3529,26M. Dibley-Dias,Na_New Zealand,Tc_Fulham FC,F_Right,Bp_CAM,Bt_Lean,a2,o2,h3,w1,v2,ta3,ts5,tm4,tp3,tme4,td3
3530,W. Kamijo,Na_Australia,Tc_Sydney FC,F_Right,Bp_CDM,Bt_Lean,a1,o1,h2,w1,v2,ta2,ts2,tm4,tp1,tme3,td4
3531,24A. Al Dawsari,Na_Saudi Arabia,Tc_Al Ettifaq,F_Right,Bp_RM,Bt_Normal,a2,o1,h1,w2,v1,ta2,ts2,tm3,tp1,tme2,td2
3532,T. Haji,Na_Saudi Arabia,Tc_Al Ittihad,F_Left,Bp_ST,Bt_Normal,a1,o2,h2,w1,v2,ta3,ts2,tm2,tp3,tme2,td1
3533,D. Bogdanov,Na_Ukraine,Tc_1. FC Union Berlin,F_Right,Bp_ST,Bt_Lean,a1,o2,h4,w4,v2,ta2,ts2,tm2,tp3,tme2,td1
3534,M. Lambourde,Na_France,Tc_Reggiana,F_Left,Bp_CAM,Bt_Normal,a1,o3,h2,w2,v4,ta3,ts4,tm4,tp3,tme2,td1
3535,25Domi,Na_Spain,Tc_Valencia CF,F_Right,Bp_ST,Bt_Normal,a2,o2,h1,w1,v3,ta4,ts2,tm3,tp2,tme2,td2
3536,25L. Youndje,Na_Belgium,Tc_KRC Genk,F_Left,Bp_LM,Bt_Normal,a1,o2,h4,w2,v2,ta2,ts3,tm3,tp1,tme3,td4
3537,H. Politidis,Na_Australia,Tc_Macarthur FC,F_Left,Bp_LM,Bt_Normal,a4,o2,h2,w3,v2,ta2,ts3,tm4,tp3,tme3,td3
3538,M. Aimen,Na_India,Tc_SC Delhi,F_Right,Bp_RM,Bt_Normal,a3,o1,h1,w1,v1,ta2,ts2,tm1,tp2,tme1,td2
3539,25Wang Hao,Na_China PR,Tc_Shenzhen Peng City,F_Right,Bp_CB,Bt_Lean,a2,o1,h4,w4,v1,ta1,ts1,tm1,tp1,tme1,td4
3540,J. Morgan,Na_England,Tc_Peterborough United,F_Right,Bp_ST,Bt_Normal,a1,o4,h2,w2,v4,ta5,ts4,tm5,tp4,tme3,td1
3541,24C. Robson,Na_England,Tc_Tranmere Rovers,F_Right,Bp_GK,Bt_Lean,a1,o1,h3,w4,v1,ta1,ts1,tm1,tp1,tme1,td1
3542,M. Azhar,Na_India,Tc_SC Delhi,F_Right,Bp_CAM,Bt_Lean,a3,o1,h1,w1,v1,ta1,ts2,tm1,tp1,tme3,td3
3543,26E. Yeboah,Na_Italy,Tc_Bristol City,F_Right,Bp_RM,Bt_Lean,a1,o2,h2,w1,v2,ta3,ts2,tm4,tp2,tme1,td1
3544,L. Supyk,Na_New Zealand,Tc_Wellington Phoenix,F_Right,Bp_ST,Bt_Normal,a1,o1,h3,w3,v1,ta2,ts2,tm3,tp3,tme2,td2
3545,24L. Denk,Na_Germany,Tc_FC Bayern München,F_Right,Bp_CB,Bt_Normal,a2,o2,h4,w4,v2,ta2,ts2,tm1,tp3,tme2,td5
3546,M. Schmitt,Na_Germany,Tc_SSV Ulm,F_Right,Bp_GK,Bt_Lean,a1,o2,h5,w4,v3,ta1,ts1,tm1,tp1,tme1,td1
3547,24B. Collins,Na_England,Tc_Salford City,F_Left,Bp_LM,Bt_Lean,a1,o1,h2,w2,v1,ta1,ts1,tm2,tp1,tme2,td3
3548,A. Ola-Adebomi,Na_England,Tc_WSG Tirol,F_Left,Bp_ST,Bt_Lean,a2,o3,h5,w4,v4,ta5,ts3,tm2,tp4,tme4,td2
3549,H. Patre,Na_India,Tc_FC Goa,F_Right,Bp_CDM,Bt_Lean,a3,o1,h2,w1,v1,ta2,ts2,tm1,tp2,tme2,td3
3550,M. Molla,Na_India,Tc_Bengaluru FC,F_Right,Bp_ST,Bt_Lean,a2,o1,h1,w1,v1,ta2,ts2,tm2,tp2,tme1,td1
3551,25H. Maher,Na_Jordan,Tc_East Bengal FC,F_Left,Bp_CB,Bt_Normal,a5,o2,h4,w3,v1,ta1,ts1,tm1,tp2,tme1,td5
3552,M. Efekele,Na_France,Tc_FC St. Gallen,F_Right,Bp_ST,Bt_Lean,a2,o3,h4,w4,v4,ta4,ts4,tm5,tp3,tme2,td1
3553,O. Touré,Na_France,Tc_Lille OSC,F_Right,Bp_CB,Bt_Lean,a2,o4,h4,w3,v4,ta2,ts2,tm3,tp2,tme2,td5
3554,25A. Anzimati-Aboudou,Na_Comoros,Tc_FC Martigues,F_Right,Bp_GK,Bt_Lean,a3,o1,h5,w5,v1,ta1,ts1,tm1,tp1,tme1,td1
3555,24M. Ferro,Na_Italy,Tc_Brescia,F_Right,Bp_RM,Bt_Normal,a1,o1,h2,w3,v1,ta2,ts2,tm2,tp1,tme1,td2
3556,24K. Giaxis,Na_Greece,Tc_PAOK,F_Right,Bp_CDM,Bt_Normal,a3,o3,h4,w4,v3,ta3,ts4,tm2,tp3,tme3,td4
3557,24S. Zieleniecki,Na_Poland,Tc_Hallescher FC,F_Right,Bp_CB,Bt_Normal,a5,o2,h4,w5,v1,ta3,ts2,tm3,tp4,tme4,td4
3558,24Zinho,Na_Brazil,Tc_Portimonense SC,F_Right,Bp_CAM,Bt_Lean,a2,o2,h2,w2,v3,ta3,ts4,tm3,tp2,tme2,td2
3559,24M. Lilepo,Na_Congo DR,Tc_Valenciennes FC,F_Right,Bp_ST,Bt_Lean,a4,o2,h4,w1,v1,ta4,ts3,tm3,tp3,tme2,td2
3560,24M. Musiałowski,Na_Poland,Tc_Liverpool,F_Right,Bp_CAM,Bt_Lean,a1,o2,h1,w1,v3,ta3,ts4,tm4,tp1,tme2,td1
3561,L. Masoero,Na_Argentina,Tc_Bruk-Bet Termalica Nieciecza,F_Right,Bp_CB,Bt_Normal,a5,o4,h4,w5,v3,ta2,ts2,tm2,tp4,tme3,td5
3562,24B. Ogungbayi,Na_Nigeria,Tc_SK Slavia Praha,F_Right,Bp_LW,Bt_Normal,a1,o3,h2,w3,v4,ta4,ts4,tm4,tp4,tme2,td1
3563,24S. Cortese,Na_Italy,Tc_Brescia,F_Right,Bp_GK,Bt_Normal,a1,o2,h5,w4,v2,ta1,ts1,tm1,tp1,tme1,td1
3564,24C. Riviera,Na_Italy,Tc_Brescia,F_Left,Bp_LWB,Bt_Lean,a1,o2,h1,w1,v3,ta2,ts2,tm3,tp1,tme3,td3
3565,26M. Bentoumi,Na_France,Tc_Le Havre AC,F_Left,Bp_CAM,Bt_Lean,a2,o3,h1,w1,v3,ta4,ts4,tm4,tp1,tme3,td2
3566,25J. Bengui,Na_France,Tc_Olympique Lyonnais,F_Right,Bp_GK,Bt_Normal,a1,o2,h5,w4,v2,ta1,ts1,tm1,tp1,tme1,td1
3567,J. Van Neck,Na_Belgium,Tc_Olympique de Marseille,F_Right,Bp_GK,Bt_Normal,a2,o2,h5,w2,v3,ta1,ts1,tm1,tp1,tme1,td1
3568,G. Earthy,Na_England,Tc_Bristol City,F_Right,Bp_CAM,Bt_Lean,a2,o4,h2,w2,v4,ta4,ts4,tm4,tp3,tme4,td3
3569,M. Pissardo,Na_Italy,Tc_SSC Bari,F_Right,Bp_GK,Bt_Normal,a5,o2,h4,w4,v1,ta1,ts1,tm1,tp1,tme1,td1
3570,25L. Laing,Na_England,Tc_West Ham United,F_Right,Bp_CB,Bt_Normal,a2,o2,h4,w3,v1,ta1,ts1,tm2,tp2,tme2,td4
3571,C. Marshall,Na_Northern Ireland,Tc_VfL Bochum,F_Left,Bp_ST,Bt_Lean,a2,o4,h3,w2,v4,ta5,ts3,tm4,tp5,tme5,td3
3572,G. Kodua,Na_England,Tc_Luton Town,F_Right,Bp_RM,Bt_Normal,a2,o3,h2,w3,v3,ta4,ts4,tm5,tp3,tme3,td2
3573,24Diego Campo,Na_Spain,Tc_Racing Santander,F_Left,Bp_CM,Bt_Normal,a2,o1,h2,w1,v1,ta3,ts3,tm3,tp3,tme4,td3
3574,M. Mothersille,Na_Jamaica,Tc_Stockport County,F_Right,Bp_ST,Bt_Lean,a2,o4,h4,w1,v4,ta4,ts3,tm5,tp4,tme4,td2
3575,24O. Crowe,Na_Republic of Ireland,Tc_Cork City,F_Right,Bp_CAM,Bt_Lean,a1,o1,h2,w2,v1,ta2,ts2,tm3,tp3,tme2,td3
3576,I. Camara,Na_Senegal,Tc_RSC Anderlecht,F_Right,Bp_RM,Bt_Normal,a3,o4,h1,w2,v5,ta4,ts5,tm5,tp4,tme5,td4
3577,24Kayque,Na_Brazil,Tc_RWD Molenbeek,F_Right,Bp_CDM,Bt_Stocky,a3,o3,h2,w3,v3,ta3,ts4,tm3,tp4,tme5,td5
3578,24R. Etonde,Na_France,Tc_Cercle Brugge KSV,F_Right,Bp_ST,Bt_Normal,a1,o2,h2,w1,v2,ta4,ts3,tm4,tp3,tme2,td1
3579,26M. Žaper,Na_Croatia,Tc_Hajduk Split,F_Right,Bp_CDM,Bt_Normal,a5,NA,h4,w4,v4,ta4,ts4,tm3,tp4,tme5,td4
3580,25R. Silaghi,Na_Romania,Tc_Universitatea Cluj,F_Right,Bp_CAM,Bt_Normal,a3,o3,h2,w2,v3,ta4,ts4,tm4,tp4,tme4,td2
3581,M. Piekutowski,Na_Poland,Tc_Jagiellonia Białystok,F_Right,Bp_GK,Bt_Lean,a1,o3,h5,w5,v4,ta1,ts1,tm1,tp1,tme1,td1
3582,S. Basse,Na_Senegal,Tc_Pau FC,F_Left,Bp_LWB,Bt_Lean,a2,o3,h3,w1,v3,ta2,ts2,tm2,tp1,tme2,td4
3583,26S. Berkani,Na_Algeria,Tc_Clermont Foot,F_Right,Bp_CDM,Bt_Lean,a2,o2,h2,w1,v1,ta3,ts3,tm2,tp1,tme3,td4
3584,I. Sané,Na_Senegal,Tc_Amiens SC,F_Right,Bp_ST,Bt_Normal,a2,o4,h2,w1,v4,ta4,ts3,tm3,tp4,tme3,td1
3585,26S. Aljofree,Na_England,Tc_Manchester United,F_Right,Bp_CB,Bt_Lean,a2,o2,h4,w2,v2,ta2,ts2,tm3,tp3,tme3,td4
3586,G. Biancheri,Na_Wales,Tc_Rotherham United,F_Right,Bp_ST,Bt_Lean,a1,o2,h2,w2,v3,ta4,ts3,tm5,tp3,tme3,td1
3587,Selvi,Na_Spain,Tc_CD Mirandés,F_Left,Bp_CDM,Bt_Normal,a2,o4,h5,w4,v4,ta3,ts3,tm2,tp3,tme4,td5
